host_id,h_gen,h_age,h_etn,host_since_year
e60ef731fd90fd2c8eabab4652ff3f24,Female,30-39,White,2017
1d6ebede9affd6c28ab73d7f361e4b70,Female,30-39,White,2017
59293d63faf2c3d5652a94cddff7bbcc,Male,30-39,Others,2017
a565a986f710ccd4c94321a3c9be8bab,Male,30-39,Others,2017
f7fd60f5dacd86c056bffabb996aed37,Female,30-39,White,2016
5edb577539e755e622be7bf41d3f9caa,Female,40+,White,2016
3961e3768237185f11d0eb1592a948fd,Female,40+,White,2016
3b3e0fc808f7338f0333587f381ec101,Male,40+,White,2016
73855a7b284ab4d91140b213f6d5f27e,Male,30-39,White,2011
f55296d1cd06fe65eb8e17c6b85a7863,Female,40+,White,2016
d71de0a9f88dd80d2c9fe926f800b878,Female,40+,White,2016
3c4694598e842cf27e2f5bb5968bc245,Female,40+,White,2016
8e5b646cd8cbb6528b5ba777caadc07d,Female,40+,White,2016
4983e57cab2b0ae07035667352057840,Female,18-29,White,2012
5a49fae0c8f94f04b0b5c1d479418b3b,Female,40+,White,2016
6201b73835f1b588786c07de918eacef,Female,40+,White,2016
a47bae7585a247486a12eabb20528ec2,Female,30-39,Others,2013
a7e0c372b40551aa441f644a98639c32,Female,30-39,White,2013
091ac9e75bc66f032f1d0a60a5abf38c,Female,40+,Others,2017
6de5e0804e54571a91437285af1e9d98,Female,40+,White,2012
4d904dac541716c727a784a1d1cf9dd5,Female,40+,White,2016
430884f1e306b285524f6342c92d0a5f,Female,30-39,White,2017
cb8e88e0b4d60028337576dd6104f424,Female,30-39,White,2017
ead14c641c963c540695de2609a74155,Female,30-39,White,2017
bdde77017c636b93d4ce813a689a39e6,Female,30-39,White,2017
54ad257455a1d684448a1b63adeb5f33,Female,30-39,White,2017
a6286ea91fd3060362ce7b4f0b3fb80b,Female,30-39,White,2017
b279e3436307de385e9610939d491c3f,Female,30-39,White,2017
2b43b6303acadcaca03a2471fd64623b,Female,30-39,White,2017
997c480cfcc69471c4d7db440c9b67ae,Female,30-39,White,2017
8f3a0575098758d9601f1560bcaaec2d,Female,30-39,White,2017
52d494d5d24258908c619479fa392322,Female,30-39,White,2017
c118ddba8e4cd5329457f13ab070f985,Female,30-39,White,2017
73c37ebe6d6073124df87a50cefc8c6b,Female,30-39,White,2017
c146b04ca2ddd2467ed9ef6573c2217d,Male,40+,White,2015
3cf655043c99a668414e3a6deb2b2e47,Male,30-39,White,2015
26d25c9ee65286850d0070e5e9d3b5dd,Female,18-29,White,2016
acd173cf0268bcd51a78b0ce0acc9164,Female,40+,White,2014
5cedc65c33849a16ba9040cc52b79c9e,Female,40+,White,2015
5aec5345010e1fa3866de6059e096d08,Female,40+,White,2013
fe7c33df1f22b2cc8e2e43e50a2ff70c,Female,30-39,White,2015
f64233cc306bb3a3a1900067417745b3,Female,40+,White,2013
46c8b93002bd4fc1b89334d39b411c14,Female,30-39,Others,2014
fd153bbf7579dce0cfb17ad0aa5cc27f,Female,40+,White,2013
0c9c8c9dbfd0d1818d10dc3529c1712d,Female,30-39,White,2017
6315a14374a410415b15b7bc03b644dc,Female,30-39,White,2017
d3abd208b925d61339b20f07b650a32e,Female,30-39,Others,2017
2195c62d019ccf0ee3e7fa6c12b2c504,Female,30-39,Others,2017
330174d635b922d6a1d55356926398f4,Female,30-39,Others,2017
e995c206f195a33aa8306ccca16e4f7d,Female,30-39,Others,2017
921028d76302e646d1ef4ebb31b09437,Female,18-29,Others,2017
738815246cd20480254e262666ce18ec,Female,30-39,White,2017
d534d812445571e38bd48ac8f474e7af,Female,30-39,White,2013
2c4393ec877bffb4934d912184d3a6d6,Male,40+,White,2016
1aa8e03b7d117dd6610fd4ac0684942f,Female,40+,White,2016
5475a0858c9e7772534056bc04218e67,Female,30-39,Others,2017
fee6c91869ce2c5ba35b336150d0b165,Female,30-39,White,2017
95373a9fd0a306cd87b75e50de0e5ff8,Female,30-39,Others,2017
33f375a9dff6047a8649f8c82d8a381e,Female,30-39,Others,2017
55c36a124b22cb01892fe5a91ffa02f8,Female,18-29,White,2015
3c9850dc75437feeab0b59220aa792fe,Male,40+,Others,2015
5011a01e7d32c8681ce308fc27e0aa13,Male,30-39,White,2016
b316a8280b8d67840ffd9b1637b6d217,Female,18-29,Asian,2010
242f9b28c767ad5ada05b8b97f302aa8,Male,40+,Others,2015
4be4a7a69ea4bfd972a0f56be6f3a86e,Male,30-39,White,2014
a0cd3f295e818d6503c919d6bb1c7755,Male,40+,White,2014
5a69d8cc7fa9793787b35198ffa175e2,Male,40+,White,2014
1ccdc051f16bf0614321d02047a756d1,Male,30-39,Black,2014
64b30dbb4448cd2baa7e1522a756ebc5,Female,18-29,Black,2017
fdf2a6aa92eb1735b1633b82cdd1d8ba,Female,18-29,White,2013
cb1b7055572c96dc037adc16b632913a,Male,30-39,Others,2015
3abadad322f04ef78de27555e8d3accf,Male,40+,White,2015
41f2914730bf446fdfc2e091c39063df,Female,30-39,Asian,2016
00001c8c84b6e9829ad251a7c0ed3750,Female,18-29,White,2015
d4aff01cba6de6fb3a87e7e2b63c7246,Male,40+,Others,2017
fd2e7cdc86acec48405d68c9a8baeb92,Male,30-39,White,2014
ba7554b22d01eb9a0aa6c8fb71e4d7dd,Female,40+,Black,2017
258801a7deb20ef1de4791f027046092,Male,18-29,Others,2016
7c39b3b4a70a0f4f3f82d51988cb713e,Male,30-39,White,2016
9d40658b216bbd34be3217d136eb779e,Female,18-29,White,2013
4623732fa7016c4d9c7890ee98ba495d,Male,30-39,White,2016
1392612c242fd71be90679eb1f0ce322,Male,30-39,White,2015
cd485c7514afc86e6ac5daa491cce32a,Female,18-29,Others,2015
7d3df7cbbddfe9e855176ad7a9971e1c,Male,30-39,Others,2016
81a5d846d13fe960b4416f1e6b557498,Female,18-29,White,2013
157095cf17333a570b8e3110c211cbfe,Female,18-29,White,2011
2ec4870b072ff12748ec25abfb200f10,Female,30-39,Black,2017
cc9638755585a0981b9f98679bff16fa,Female,40+,White,2017
afa07ed5a6883643e5d917ef0008ec84,Male,30-39,Others,2014
b3769552e64d0b6c5e9b3b0f85ccb0b7,Male,40+,Black,2012
a6fb63c6b72392dec5adf3b2d2035fbf,Female,18-29,Asian,2016
af4b2359498d15f2089dbe4c9bbe4cb9,Female,40+,White,2016
3adbbe97836a7591417512d2b14e6303,Male,40+,White,2016
1658be42c9270ebfb8eb994b11811f47,Female,40+,White,2017
5095ea52b051a3de11015d568ccd3348,Female,40+,White,2016
48cd41bfb7b6f41d8f1410d88465566b,Female,30-39,White,2016
7d04361d3a4cfb269cf0134040ebff54,Female,40+,Others,2015
b5419a7e85c7e4aec18f87a0f671e9e5,Female,30-39,White,2017
e79e164332d50c0093a2b3db850e27cd,Female,30-39,Others,2016
a48e497c80f21ea8a2c618d4ebc56da1,Male,18-29,White,2013
0576732921dd981c2c09a2b543ad94cf,Female,30-39,White,2015
6e607681bb88fc9d80e1a37ef22b00b0,Male,30-39,Others,2016
142b0599c9137d9640f25004115451cd,Female,18-29,Others,2015
8985189dd42c584538f6f44ef8bccc47,Female,18-29,White,2014
de1db9c6f49deddecfb3400f8b7dd361,Male,40+,Others,2016
d1f8dab099a88e0c674066d79e5e86e3,Female,18-29,Asian,2016
bf57e7e9ccb1974db94acd7979224646,Female,30-39,White,2016
d3f9f35c57c0eb27692c5bdcd6ca7def,Female,18-29,White,2016
add95ba39d49b102a3a91c79ecb30dc5,Male,30-39,Others,2014
4245a7dc72c9e1c628dfe668bc6d4df0,Female,30-39,Others,2016
9b08664c2c28b416492f08b2fa16894d,Female,18-29,White,2016
0c1f27394e9ce75a3c063a8ab1bd11c5,Male,30-39,White,2013
8b2e887755bf35f9bd0fc6e2041526a6,Female,40+,White,2017
690579beed47995ef587c7295b7d7ef3,Female,40+,White,2017
4682a44e5b3cdf43d1007e1d749df32c,Female,30-39,White,2015
40dc939e4888d3dc2869e67cdb8c08bc,Male,18-29,Others,2013
965ba580b10ca9bbbb27765e01711d98,Male,40+,White,2012
876a9efdbbad8f667ca857963dd638c7,Male,40+,Others,2014
5921993cc543649d35f4f2865c277919,Female,40+,White,2016
80d469a8347c5f0b9b38fe838ab0b05d,Female,40+,White,2015
73e239eaf85d50a8b292b799e46c22ae,Male,30-39,White,2012
0040d2a197ef7fee0f6fcb7167deaf8f,Male,40+,Others,2009
41385831d3d26787cc55a21c86bfbf76,Male,30-39,White,2015
21e31b3c7127536acda5d25b0216aea7,Male,40+,Black,2017
c53664a6b9cb8fd1c8c8846f4d9060ec,Male,40+,White,2016
9294ad8b9011222b6637dc70087620c0,Female,18-29,White,2013
58f1e13e339791c633b7b3636f98451a,Female,18-29,Asian,2016
851b98bb4b276dca28ebbabcaddb2896,Female,18-29,Asian,2016
ea6bd77905a1ea38c39cbe0200457761,Female,18-29,Asian,2016
3c1f3fd379a3a24f7133d89f1a521839,Female,18-29,White,2015
f54e02f72e447d6cb62f9cd3f9486c83,Male,40+,White,2013
3a511e70c80b4f02c41c3caa1e6fe81e,Female,18-29,White,2013
e8359a3212348790f65e4f41ac9e7ad5,Female,30-39,White,2015
29c5449ae4216a4ba0801cfb30765f0e,Female,18-29,Black,2016
66a6afc79e264fcc599180cfa7d19ad0,Male,40+,Others,2012
1139211e03310fee1d29ba38c7cd8ebd,Male,40+,White,2015
d30913aa79d728f87774f1adc4fff807,Male,30-39,White,2014
e6c0187be8068d20d515771f531d33d6,Female,18-29,White,2011
3fe0423c2dd3ad9e494e5dbea61f1308,Male,40+,Others,2016
db5c9803af1509d4b5bbfcba440c0358,Male,18-29,Asian,2015
1d71e39eb5cd72fb625e81783664a868,Male,30-39,White,2014
d10e7301ed48a0435a654bf84e73800f,Male,40+,White,2014
a8fd2bbc6119659b4a9e143466ca9fc7,Male,30-39,Others,2016
71d34ed8d302abe5089a7d4da41591eb,Female,30-39,Others,2013
0853dbc5028bc2c4762f20e48ffbf727,Female,40+,Black,2015
b38a6c965d1aa85e648c2c63687df76e,Male,40+,White,2016
b4f9bf859aade9fe71720cf84219bc0e,Male,18-29,White,2014
cc526ea1111131fd5d39e837e7a462df,Female,30-39,White,2017
40b63bc294f4b98e489842cf391276c4,Female,18-29,White,2015
9ecb2eea891ce313875893afa517d22d,Female,30-39,Black,2015
4f9f1c1fa42c84bb4e24aa32f06ec9e2,Female,18-29,White,2012
58c7a7579ad81c0695dcd9ba95a9a68b,Male,30-39,Black,2015
7b51c13ba6c7aa9d1de7a9d47be229af,Female,30-39,White,2017
8489b4cf271687e6dfc24de0933fa32d,Female,40+,Others,2016
d82478b1e0ad3d95929961b1ccd5b044,Female,30-39,White,2014
d115525d3f113bfc991f914e44475b6c,Male,30-39,Others,2012
c141220fcfd5ba6123310ccac2233f9d,Female,30-39,Others,2012
52c14cac3b901ff8a0fc9bc2144486a4,Female,30-39,White,2012
77c9f5ecc21df504a49fee8e6dcc19bb,Female,40+,White,2016
6b89d8270202f93fec7d7accca54ab74,Female,40+,White,2017
0b7b8f55588e65affaa03ac73f69506f,Female,30-39,White,2012
954849b47f561cc6ba66de57f339baf0,Female,30-39,White,2014
ba707c4f56a76b3b58489b6dd1d5be97,Female,30-39,Others,2013
bedb015eb6a495805dbb40e08e6a79b5,Female,40+,White,2014
b89c8a4d277b36a7d479c0a7b6294759,Male,18-29,Black,2016
ef99ad312027e99155145e950f2c9aa8,Male,40+,Others,2015
8b9cdbb56bd90ceac0c4146b552dbc14,Female,40+,Others,2016
67e213b6e6b79c322f439df54ea47e92,Female,40+,White,2015
f0fb4d0033da5ae59605189bc5e0e15d,Female,18-29,White,2016
ea602bbf51ffec8e19cdb9599ec9ee10,Male,40+,Others,2016
e994df217abd51bc88c821ca1abd29a9,Male,30-39,White,2015
afe32605164b41e7f07e8d1c23968f3a,Female,18-29,Others,2015
a6de0df521c5a34e3a331d97daf7dde0,Male,30-39,Others,2016
4d6726c5d107c372d4293bd0c390c7ab,Female,30-39,Others,2015
d61dda9e37c25382662adbff5a5ea8ff,Male,30-39,White,2014
f4830fc89b62f3be0a6b97209fac1ee4,Male,40+,Others,2016
cd1b86175791dfd6d9d32b4c2968c8a7,Male,30-39,White,2015
005203775161593dcb42155a49435e6c,Female,40+,White,2016
0428af213afb52a5b0a01c8bb0296f9a,Female,18-29,White,2012
5343b28abd5fe87fb82fb435738f54f9,Female,40+,White,2017
4c56980e7c4311856720f57f551cca1b,Male,40+,Others,2015
0435985db3d8e656f0db03623de60774,Male,40+,Others,2015
71adee7e3878410bc4d4adbb91df6ae0,Male,30-39,White,2017
1a60955daa1eac5d7aa6cb0d46a7bbf9,Female,18-29,White,2015
9b19781dd67a5094b235b60c8125a7b2,Female,30-39,White,2014
bf180bb149461e17cc1835a8111e835b,Male,40+,Others,2014
00ce49fadaaa23f8eebc2e46cf47368c,Male,40+,Others,2015
cbdc05663257539a3afeaac615f68387,Male,30-39,White,2015
05da18311455bec0270bad253ba23a5a,Female,30-39,Others,2017
caee04358ab6bf93def5b7027dfc9565,Male,30-39,White,2013
7647994bb9202e6a105b84550a8b05af,Male,30-39,White,2016
7598c77dc3e3e50eb55675fb6ba83939,Female,30-39,Asian,2012
57f4dd52d1345741505472fc15d4b875,Female,18-29,Others,2017
086a3ea976fc18f50c693ae2f449f69a,Male,30-39,White,2015
8be44683c13e037f61fbf0e9f9628ad0,Male,18-29,Asian,2016
4a9f91a9a22bcf128e7f9e444b68b6d4,Male,18-29,Asian,2016
08568908eeb8d6f7b6468ac556d39a7c,Male,40+,Others,2012
d882161a716de259402ea6540a7fdbc4,Male,40+,Others,2016
f839cb9b6ac8a95e0017b211198b50ca,Male,18-29,White,2011
d6ce1940428574048bde4e7e65fed7fd,Male,40+,White,2016
eb1f3b00233990187f80e840fd6ba77f,Male,18-29,White,2014
7215d4b33e34eeae2563e1db4b484d23,Female,30-39,White,2017
8db9da2fcd068a14e75bbdf869af35e1,Female,30-39,White,2013
fe81c3354e607f3c9a05aabc82fad478,Female,40+,Others,2014
1f0d1791d8f23f80cca45718c49feab5,Female,30-39,White,2015
9b803cda73a05a45ea13e9f7e09377c9,Male,30-39,White,2016
ad34d749feeb1b532d88f0bbc83c3e5d,Male,30-39,Others,2016
8dd75dae010469810c920d4935888bcc,Female,30-39,White,2014
4346e2e3df598c726d53f03a87e9709d,Female,30-39,White,2013
072554e17d4fc58fecb99b85081d7f73,Female,18-29,White,2013
123804d81bd9901a70eea1b95f9fa07c,Male,30-39,Others,2014
de97d7237d2ebfe29a8fb13d10c8bf96,Male,30-39,Others,2015
938dc39a2936226f7159ffe0b1dc9352,Male,18-29,Others,2012
920aee20f97201425cf6cad19bc0b8b0,Female,30-39,White,2017
8d94fa53366edbdbc149967f68ffc1ad,Female,18-29,Others,2014
a22ca22b9bfe48146377f9c732e9c7a9,Male,40+,White,2017
77f13b27fdf1bd15bfb98c78cb42f465,Male,40+,White,2012
9ead92c49eeca1bd61c172ad6723372c,Female,30-39,White,2017
a45b0dec75ce01021d4e88e33a02a83a,Female,40+,Others,2016
7c277d559c8c1b696858d753cba3538a,Male,30-39,White,2015
6c4da8b5dc7a95d0f1cb001eead6a001,Female,18-29,Others,2015
a5fa559aadfc0f9f171466358864b7ad,Female,30-39,White,2011
cc5a3622a8cb9fff9a027d725163efc2,Male,40+,Others,2016
dc43a24ef32eb398433f63215aae6f2e,Male,30-39,Black,2014
4510c55fa2305504ccc4902f1c3b2458,Female,40+,White,2014
bf8abb0462117812afef11b6c6c2da22,Female,18-29,White,2016
8e2b64e14d134d0fe4a67e7c8fbb7b08,Male,30-39,White,2014
f7b269466f5a0a648968c757e882fe5f,Female,40+,Others,2016
cbb396a929584481ae5cca3002b0c401,Female,30-39,White,2017
7e47327525a2855bdc6779f3b01f4c72,Female,40+,White,2015
df58751e1fe8de4dbfa66fc82f46c4d4,Female,18-29,Others,2015
124c0ccd2afc13d7c80ab94c87ca3eb0,Male,40+,Others,2016
b956c6ef05cac1edb574447c52188e45,Male,30-39,White,2016
ed258cd733f858b186fb98209d271f95,Female,18-29,Others,2014
b7ffac23b9398fe0bb0de291e179606a,Female,18-29,White,2014
60e80586300ae0a370589b0d40644ccf,Male,18-29,Others,2013
488dc7457ae2853af26285270e9d89a9,Female,40+,White,2017
09516978bb5c3a27204cbebafd70f745,Female,40+,White,2016
9da66fc0fc608937dbb252bbc2a86b31,Female,30-39,White,2016
5e822e4e80a784783b270449d443f6ff,Male,40+,Others,2016
5145bbc3212aafe32b15ecf347a7930a,Male,40+,Others,2016
de15043c801a2976d5dd95b4763a6713,Male,40+,White,2015
2160f9385b3a448cd13b8fc83230207e,Female,40+,White,2012
804f56fa09f366301d97d40f602f0ab3,Male,18-29,White,2014
cf8d0f3d19ed7c94050a5cecc579e580,Male,30-39,White,2013
dfa694ea27afcc46ecb2020777198b37,Male,40+,White,2016
f2aa347417682dda103104da60472b02,Female,30-39,Others,2012
c051d36493116970c076ab531b088dec,Male,30-39,White,2013
3c196c2901fb1cab30b8ffd5e76f0257,Male,30-39,White,2015
7fd4c0b3a8379820b328f04bc214763a,Female,30-39,Others,2016
c828ebf0574f2bcf178b90115b67823d,Male,30-39,Others,2016
8feee101895a94913fee6593f1f00c20,Male,18-29,White,2016
77891694c40347ec2a06b046a9e2560e,Female,30-39,White,2015
dd390634c35380d87ed0d9b39611d761,Female,40+,White,2015
ea7a43a2a80f384ae117af708891be17,Male,30-39,White,2015
bec0a91e2090d5440bb63ebf5757854a,Male,30-39,Others,2016
1849efb4ff1799852255b8d06bf1248d,Female,18-29,White,2012
e931f43e88076d25589d6e173290c49c,Male,40+,White,2016
49ed9cc8e9785c964102d116e2693f43,Female,30-39,White,2012
1c8886f33633047a60503000f957c9eb,Female,18-29,Asian,2016
4f75f2386f2c8d996e9fb9ff597b13f0,Male,30-39,White,2015
d983701c964669c4b22be03ce8ed8117,Female,18-29,Asian,2016
1ebd4542d2b4643ace389fe85bfddb0d,Male,30-39,White,2016
fe1e7821546076df503dde72482f3498,Male,18-29,White,2014
e30a76e0580681225745b2b898074fa2,Male,40+,White,2013
ca469acc1f372aafbff29d5f7167839a,Male,30-39,Others,2013
b725b0d577783fa8fd6f99a3a5baf540,Male,40+,White,2016
ffe64c3ea4fe37da1a00a4139102906e,Female,18-29,White,2014
e2131821c261f62b827fda6186d60873,Male,30-39,White,2011
4370835ca63007375c2632b925a991a7,Female,40+,White,2017
58349f5aac536261c8a4db942f121c04,Female,30-39,Others,2012
70f41ba7692c77be78f3502ef905be09,Male,40+,Others,2016
08851d53ee4d58d8e5bc97029eb69ba0,Female,18-29,White,2014
5cba3867886db2ea7b248b5a4fb4230c,Female,40+,White,2013
2b7c333f51fc5122d71b6baeea519b7d,Male,30-39,Others,2015
54abf0d1ae3a3c78332f7b21d411187e,Female,40+,White,2014
7ae9fb9446ca4cd3eb7bae68e4209a46,Male,40+,White,2016
9478e164f96ce9db6e6f11e17abe8077,Female,30-39,White,2012
b969ca8c9417ad3c06f3f9d62eee0c75,Male,30-39,White,2015
f852f5640c5a4f7bf817eefebac4fc99,Female,30-39,White,2014
c10ca32551263d58f81240a87184929f,Female,30-39,White,2012
6f53acb9abc9ffcd4d4c24683e7c6819,Female,18-29,White,2015
ef93c28894f5221787b59e0959dcaf56,Female,30-39,White,2013
b1d065d8ac46dd94a150157b71cb7958,Female,40+,White,2015
0b5161c37a00e3f61a1908d5fb9f53a2,Female,40+,Others,2017
5bd9216c8edd862febf4f4d74affaa7d,Female,40+,Black,2013
3c60aae0134fc3ba06b14d7d7b4a84fc,Male,40+,Others,2016
6ccc3d059c5c82f2da74ec656e7721c5,Male,40+,White,2014
4719504687af079c6cd98fc45456b8d7,Male,40+,White,2017
be1b680aa4073396f404062576efcd76,Female,40+,White,2015
9cb65d8dcef86dcfb56cd2fd73ea3553,Male,30-39,Others,2017
b4633ec511531249a7aa529aa02e9569,Female,18-29,Others,2013
33327bfefc8f0cfbbd11540c1342f4db,Female,18-29,White,2014
da4380842f63aecba0832f95b11b612c,Female,18-29,White,2011
892aff5d614f523b3198c8f5e7c6a8fe,Male,30-39,White,2009
998ee9ecd2f71dff5576bf9b86e938c3,Male,30-39,White,2015
42be38a0b8e9401b57fe8604510be494,Female,30-39,Black,2015
0d732f4fc3b6b7ce4e6cd0224c428c0c,Male,30-39,White,2015
46c7cff6bdb83269599d0e0dc9bee095,Male,30-39,White,2015
e519eab358ffe163bd93ec3c398ff4b6,Male,30-39,White,2015
75225cf9aba7f77da34c4e6fd623c0e3,Male,30-39,White,2015
4cfbf3f8d523939c6d6738aa653e9bf3,Female,18-29,Black,2014
452dd514aff1016645831024b69b4974,Female,30-39,Black,2017
2477a62556f03c73be87297708da884e,Female,18-29,Others,2016
8257bd7ffff90baed93263476c50272d,Male,30-39,Others,2017
1ce3b22cd23c431a1f7f153b87b0ace7,Male,30-39,White,2012
d61fffad008910e3353471cea6cb0422,Female,18-29,Black,2017
b8230124c66526042d77b9f69e724ca0,Male,30-39,Others,2017
8a4aaeb02a1e35588650a32c7e3e4dc7,Female,18-29,White,2013
4714be2843fdc4b5aa8011c68e083130,Male,30-39,Others,2017
22d7136011a848cab68610383cf63fa0,Male,30-39,Others,2017
51d7038d54c43224127290dda8ac5fb9,Female,18-29,White,2013
ff85e6ec289322926bcf201ff1028847,Male,30-39,Others,2016
0ba5355d2b33590fc68323df21c23d72,Female,18-29,White,2014
a5b4b61c0c750ff8f2d2b0452335b8b5,Male,40+,White,2012
3d4eb25791cd1a92b03ac1ad491bc77a,Female,30-39,White,2017
8f5a964d49790e46e66c6b1640901fb3,Female,18-29,White,2013
536db248a970b42941a63404dd4ca642,Female,18-29,Asian,2014
ff5e42dc9bced15f537133d69649b879,Male,40+,White,2017
9daf3513b570d95e63b1fe79fd63c980,Female,18-29,White,2015
47f770ea4c90a303af3c32bd0da57f59,Male,30-39,White,2012
e577ec9f700457da71d14eee3786c31b,Male,30-39,White,2015
95a10b1568ce93b1f9d91fedc080a933,Female,18-29,Others,2012
e3c23519d6c26f615f761298b4af6cce,Male,40+,White,2015
1d5625e9e79ed1c9c8cf188c444d2402,Male,30-39,Others,2013
ad81e6c970375d9e650919137798b5d5,Male,18-29,White,2012
7341069415a5cca013a00c1b3c91b92e,Female,18-29,White,2016
5a0dfe5b5cfba9b47fc8d1488b651acb,Male,18-29,Others,2015
f112f4f21a71c899f630cedbd47bfd2b,Female,30-39,White,2014
5a72a0ba73481accc8abddd4d9c297bb,Female,30-39,White,2016
7d817a3a17e1d0325ad2a434dbb6fdca,Female,30-39,White,2016
7aa4b256d032231ae1c19d14289d4e9f,Female,40+,Others,2016
f15c12ee9fddd2dc3e8426004dca331f,Male,18-29,Asian,2013
a2f6d6eac96d15df4b81dfecbada4f12,Female,18-29,Others,2017
47de971c5adcb96f71fdbd8a8ee36a05,Female,30-39,White,2015
e2610feb2b2e27136e85b931c21a9230,Female,40+,White,2014
848b4e9c47b9e83a16530a949bd7fca3,Female,30-39,White,2013
1c52a720fcc6cada7cc918ff570a6bb6,Female,30-39,White,2013
c11a35fc0ef3b5e91b657bca6609de19,Male,40+,White,2015
f1d0bb46184a557b645c37b483852fc3,Female,30-39,White,2017
9e1cc2f44c46bff39275243d6022fd24,Male,18-29,White,2016
fbc6fa57d65a38c8cccd4526a82c0f80,Male,30-39,White,2014
5819294df812b6b6e5440aaf0c4894b7,Male,30-39,Others,2014
0dbeeb06e3a805dbd0ab17ae0b337f06,Male,30-39,White,2014
5c98defa2885a8d9d09b3a7bb1c4c763,Male,30-39,White,2012
9ba44b86fcadf5f22e66202423f86292,Male,30-39,Others,2014
ad592a9e821d099295578c16e54a9b02,Male,30-39,Others,2014
765a3b8bb76f7a60fecbc0ecf184dba9,Female,18-29,White,2012
0a950496821e8e3483c85f10a6a44fa8,Female,18-29,White,2014
77debf294d14d1ae82268efee577cd05,Female,30-39,White,2013
6b2e787fa81c0875be09b6cb4076be96,Male,30-39,White,2017
7c15b62cc0ccf5eebf771a65a4170350,Female,30-39,White,2015
237db7b068dbd12cd557a6056246aae4,Male,30-39,Black,2014
d924bdb45af650bc61f541c872f59f5d,Male,30-39,White,2011
5a84aad41fce12e73e5833c2fd6f704f,Male,40+,White,2014
f809d5b68458e8fa773a59ded1c4a6e2,Male,30-39,Others,2014
8db7e18f59e4076b53078563ad404ecb,Female,18-29,White,2013
54a7788c74cde35f9bf800c3958ca0b3,Female,18-29,Asian,2012
e20d7ff24be27f5592f287a8067ed738,Female,40+,White,2013
0e01d4e0cd30b8efab14bcfac0c96282,Female,40+,White,2013
1d732f625b33dbaad2712e02fddf7882,Male,40+,Others,2015
2d428a61af93cce4d65aa34d5e040d0a,Female,18-29,White,2015
f62bdbfbe54b1bfaae620a80f3df5cd8,Male,30-39,Others,2013
d79a0fe07d141f0956debd7bbc0d8b02,Female,30-39,White,2015
4d8db2979ee9dd460c2483bbee33838c,Male,30-39,Others,2016
956c29078d1299aa420cfbbf8f90dff7,Female,30-39,White,2016
c9cda96109d879fa7a272b2ca9cbeb3a,Female,30-39,White,2015
be99598d0c54632015a5b877034f5e6b,Female,30-39,White,2014
e7a2b42521a4f0ad70d1c23ad558f89f,Female,40+,White,2016
ea116984816f1774239ad45b4e1865e0,Female,30-39,White,2014
a37f8694a65d363f66ec239e1ff05c67,Female,30-39,White,2016
22ad90d057969272978843063babc18d,Female,40+,White,2013
75aa1567717c2085ae4775ef9846ee96,Male,40+,Black,2017
d15e28f172f568176c74051de12fd19d,Male,40+,White,2014
a2d5bc1f1c7dafd24230043f99782627,Female,30-39,White,2017
0ad25a89793f03c2d45976afe34e862a,Female,30-39,White,2016
b7bab7d4b083853a9e44a8b8b42f3cec,Female,30-39,White,2013
482e5283174dd9d4f79f2ebb3c092a33,Male,30-39,White,2015
cd85e395b491ac785abd90a732a869ee,Female,30-39,White,2017
1d65154dc8d07f1653bcce9ca701b9ae,Male,30-39,Others,2013
0da061cf44e5ba521c0de9f7d833f11a,Female,18-29,White,2015
3b269c5bcda99fd2e4445c3b9ecb9a43,Male,30-39,Others,2013
d6e6aa97a98d38df975df2fe90bec857,Female,40+,White,2015
3688de283ce49ba1bf66cd1d9ef90f11,Male,40+,Others,2015
8f9dec109c224cac7fd91d251c4f77cf,Male,40+,White,2015
324c80944f8f569347cf53b80d0e6257,Female,30-39,White,2014
424e9deb3a525f6694ac430a9981267f,Female,30-39,Black,2014
f523fd00e669d518431308953f0fa0e0,Female,40+,White,2014
2b20247e1798c3af6350246705b5ddca,Female,30-39,Others,2015
acd99d11183d3dad24558a16d454da90,Female,18-29,White,2014
02a786d72475d59ccbda8c0421c8b4ff,Male,40+,White,2016
5b653b75b234c5376cb05add2ec3cad8,Male,40+,White,2016
b26e319c21fd34b8a81c4e9f03059b9a,Male,40+,White,2016
892d1383f32bf6d6e250e9d40cbc8bdb,Male,30-39,White,2014
982fe8d678655dd1282f909d3c2d75ec,Female,30-39,Black,2011
9b47c806a8a5861ab74a7d15fd5b64d2,Female,30-39,White,2013
b213416df328f5ee6ef8abe2149d8c1e,Female,40+,Others,2017
fbb0718bca576bca3ea7e5005ba0cace,Female,40+,White,2012
2291295c85e8b978e235b8989fa32e03,Female,40+,White,2016
0489591f9b78dbe2547e8de17bf297a8,Male,40+,Others,2015
9acf48b30c9ae9a0ec8a2093ada16df3,Female,18-29,Others,2012
55dd399e7ebe3275bd48fbd44f937b78,Female,30-39,White,2016
0b02aa0e723c59541fea75217f5a1dae,Female,18-29,White,2015
61e3a121354539b6010e99b617b7fcf2,Male,40+,White,2016
068b888ee52c559e06513bf5af623cf1,Female,30-39,White,2017
bdb9faa0aa03801c6962231f267e589b,Male,30-39,White,2016
97b1486c67df09532aa40e20957b5745,Male,30-39,White,2010
af319d46dc4a3fe046e7539da412b9f1,Male,18-29,White,2012
